"Authors","Title","Year","Source title","DOI","Abstract","Author Keywords"
"Ding Y.","Scholarly communication and bibliometrics: Part I. The scholarly communication model - Literature review","1998","INTERNATIONAL FORUM ON INFORMATION AND DOCUMENTATION","N/A","This article is part I of a literature study in two parts. Irt part I the scholarly communication model will be discussed Part II will deal with the scholarly communication process and will appear in the next issue of IFID. In recent years there has been a resurgence of interest both in scholarly communication as a research area and in the application of bibliometrics as a research method. This article is a compilation of scholarly communication models at the intersection of scholarly communication and bibliometrics.","N/A"
"W.H.I.T.E.. E.C.","BIBLIOMETRICS - FROM CURIOSITY TO CONVENTION","1985","SPECIAL LIBRARIES","N/A","N/A","N/A"
"B.R.O.A.D.U.S.. R.N.","TOWARD A DEFINITION OF BIBLIOMETRICS","1987","SCIENTOMETRICS","10.1007/BF02016680","N/A","N/A"
"P.E.R.I.T.Z.. B.C.","A BRADFORD DISTRIBUTION FOR BIBLIOMETRICS","1990","SCIENTOMETRICS","10.1007/BF02020148","N/A","N/A"
"B.R.O.O.K.E.S.. B.C.","BIBLIOMETRICS AT LUC DIEPENBEEK","1988","JOURNAL OF INFORMATION SCIENCE","N/A","N/A","N/A"
"Atkinson R.","Editorial 28(2) Bibliometrics revisited","2012","AUSTRALASIAN JOURNAL OF EDUCATIONAL TECHNOLOGY","N/A","N/A","N/A"
"Gumpenberger C.; Wieland M.; Gorraiz J.","Bibliometrics and Libraries - a promising Liaison","2014","ZEITSCHRIFT FUR BIBLIOTHEKSWESEN UND BIBLIOGRAPHIE","N/A","N/A","N/A"
"Stephan P.; Veugelers R.; Wang J.","Blinkered by bibliometrics","2017","NATURE","10.1038/544411a","N/A","N/A"
"Gläser J.; Oltersdorf J.","Persistent Problems for a Bibliometrics of Social Sciences and Humanities and How to Overcome Them","2019","17TH INTERNATIONAL CONFERENCE ON SCIENTOMETRICS & INFORMETRICS (ISSI2019), VOL I","N/A","Evaluative and structural bibliometrics respond to their inability to analyse the social sciences and humanities with three strategies, namely (1) ignoring the problem and treating them with the methods developed for the sciences; (2) focussing on the problem that seems easiest to overcome, namely coverage by commercial databases; and (3) studying SSH publications with the aim to better understand SSH publication behaviour. In this paper, we argue that these responses express a principal limitation of bibliometrics, namely the artificial separation of research and publication practices it creates by focussing on the artefacts produced by publication practices. We use empirical material from previous studies to outline the research problem underlying the helplessness of bibliometrics, and suggest a research programme that could provide theoretical foundations for bibliometric analyses of the SSII.","N/A"
"McEnery-Stonelake M.; Bernhard J.D.","THE BIBLIOMETRICS OF ITCH: 2017 UPDATE","2017","ACTA DERMATO-VENEREOLOGICA","N/A","N/A","N/A"
"McEnery-Stonelake M.","THE BIBLIOMETRICS OF ITCH: 2013 UPDATE","2013","ACTA DERMATO-VENEREOLOGICA","N/A","N/A","N/A"
"Okubo Y.; Yamashita Y.","Scientometrics research in Japan - Introduction","2006","SCIENTOMETRICS","10.1007/s11192-006-0106-0","N/A","N/A"
"D.A.N.I.E.L.. R.S.","BIBLIOMETRICS AND SCHOLARLY IMPACT","1979","AMERICAN PSYCHOLOGIST","10.1037/0003-066X.34.8.725","N/A","N/A"
"Carchiolo V.; Grassia M.; Malgeri M.; Mangioni G.","Preliminary Characterization of Italian Academic Scholars by Their Bibliometrics","2022","INTELLIGENT DISTRIBUTED COMPUTING XIV","10.1007/978-3-030-96627-0_31","In this paper we analyze the bibliometrics of Italian academic researchers that belong to three ""academic disciplines"" (SSDs), topic-based groupings defined by law. In particular, we extract the data from Elsevier's Scopus profiles of the researchers and analyze the impact of the SSDs and Research areas (ASJC) they belong to on various productivity indices, such as the Herfindahl-Hirschman (H-index), that are widely used by universities to evaluate people, this paper presents a preliminary works aiming at characterizing the mentioned disciplines and create a dataset useful to investigate existing correlation, if any, between bibliometrics and scholar's habits.","N/A"
"Johnson M.H.; Cohen J.; Grudzinskas G.","The uses and abuses of bibliometrics","2012","REPRODUCTIVE BIOMEDICINE ONLINE","10.1016/j.rbmo.2012.03.007","N/A","N/A"
"H.A.C.K.E.T.T.. E.J.","SCHOLARLY COMMUNICATION AND BIBLIOMETRICS - BORGMAN,CL","1992","CONTEMPORARY SOCIOLOGY-A JOURNAL OF REVIEWS","10.2307/2074817","N/A","N/A"
"P.R.A.T.T.. A.D.","MEASURE OF CLASS CONCENTRATION IN BIBLIOMETRICS","1977","JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE","10.1002/asi.4630280508","N/A","N/A"
"Bornmann L.","<i>Nature</i>'s top 100 revisited","2015","JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY","10.1002/asi.23554","N/A","bibliometrics"
"Russell J.M.; Guzmán M.V.; Aguillo I.; Reyes F.C.; Mugnaini R.","International Seminar on Bibliometrics","2014","TRANSINFORMACAO","10.1590/0103-3786201400030001a","N/A","N/A"
"Baccini A.; Barabesi L.; De Nicolao G.","On the agreement between bibliometrics and peer review: Evidence from the Italian research assessment exercises","2020","PLOS ONE","10.1371/journal.pone.0242520","This paper analyzes the concordance between bibliometrics and peer review. It draws evidence from the data of two experiments of the Italian governmental agency for research evaluation. The experiments were performed by the agency for validating the adoption in the Italian research assessment exercises of a dual system of evaluation, where some outputs were evaluated by bibliometrics and others by peer review. The two experiments were based on stratified random samples of journal articles. Each article was scored by bibliometrics and by peer review. The degree of concordance between the two evaluations is then computed. The correct setting of the experiments is defined by developing the design-based estimation of the Cohen's kappa coefficient and some testing procedures for assessing the homogeneity of missing proportions between strata. The results of both experiments show that for each research areas of science, technology, engineering and mathematics the degree of agreement between bibliometrics and peer review is-at most-weak at an individual article level. Thus, the outcome of the experiments does not validate the use of the dual system of evaluation in the Italian research assessments. More in general, the very weak concordance indicates that metrics should not replace peer review at the level of individual article. Hence, the use of the dual system in a research assessment might worsen the quality of information compared to the adoption of peer review only or bibliometrics only.","N/A"
"Bornmann L.; Marewski J.N.","Heuristics as conceptual lens for understanding and studying the usage of bibliometrics in research evaluation","2019","SCIENTOMETRICS","10.1007/s11192-019-03018-x","While bibliometrics are widely used for research evaluation purposes, a common theoretical framework for conceptually understanding, empirically studying, and effectively teaching its usage is lacking. In this paper, we outline such a framework: the fast-and-frugal heuristics research program, proposed originally in the context of the cognitive and decision sciences, lends itself particularly well for understanding and investigating the usage of bibliometrics in research evaluations. Such evaluations represent judgments under uncertainty in which typically not all possible options, their consequences, and those consequences' probabilities of occurring may be known. In these situations of incomplete information, candidate descriptive and prescriptive models of human behavior are heuristics. Heuristics are simple strategies that, by exploiting the structure of environments, can aid people to make smart decisions. Relying on heuristics does not mean trading off accuracy against effort: while reducing complexity, heuristics can yield better decisions than more information-greedy procedures in many decision environments. The prescriptive power of heuristics is documented in a cross-disciplinary literature, cutting across medicine, crime, business, sports, and other domains. We outline the fast-and-frugal heuristics research program, provide examples of past empirical work on heuristics outside the field of bibliometrics, explain why heuristics may be especially suitable for studying the usage of bibliometrics, and propose a corresponding conceptual framework.","Bibliometrics; Fast-and-frugal heuristics; Research evaluation"
"Zheng Y.H.; Mao S.D.; Zhu J.W.; Fu L.; Zare N.; Karimi F.","Current status of electrochemical detection of sunset yellow based on bibliometrics","2022","FOOD AND CHEMICAL TOXICOLOGY","10.1016/j.fct.2022.113019","Sunset yellow is a synthetic azo colorant widely used in food and beverages. Excessive consumption of sunset yellow can lead to health risks, so it is necessary to establish an efficient and low-cost test. Electrochemical sensor has become a potential analytical method because of its high sensitivity and rapidity. Due to the rapid development of materials science, the detection limit of electrochemical sensors has been further reduced. In this work, we use two bibliometrics software to analyze the topic of electrochemical detection of sunset yellow. A total of 194 papers participated in the bibliometrics analysis. The country, institution and year in which the paper was published were analyzed to understand the cooperation model and development history of the topic. At the same time, this work also analyzes the keywords and categories of the paper. The research directions and hot spots in different stages of this topic are discussed. Finally, we summarized and proposed perspectives of this topic through bibliometrics results.","Sunset yellow; Azo dye; Electrochemical sensor; Bibliometrics; Cooperative network; Nanomaterials"
